degree,year,goal,study_hours,self_learning_hours,screen_time,sleep_hours,cgpa,assignment_score,internal_marks,backlogs,projects_count,hackathons_count,internships_count,github_activity_score,programming_score,sql_score,communication_score,resume_score,ats_score,academic_score,academic_category,employability_score
B.Tech,4,Placement,3.7,3.8,4.9,5.5,7.73,81,91,0,8,7,0,100,100,47,57,76,79,91.6,Excellent,81.0
Law,1,Higher Studies,6.1,3.8,6.5,7.6,8.47,100,94,0,3,0,0,65,91,48,39,46,40,93.1,Excellent,54.1
B.Tech,3,Placement,4.7,0.5,5.7,7.1,6.42,77,78,1,3,2,0,81,61,48,70,56,48,58.8,Average,52.9
BCA,3,Placement,5.3,1.7,4.8,5.9,7.83,70,81,0,3,2,1,59,46,72,62,50,54,83.0,Good,52.6
BBA,1,Placement,5.0,1.6,7.0,7.3,8.8,91,100,0,3,3,0,37,62,91,67,44,40,87.8,Good,51.0
BBA,1,Government Exam,4.3,0.0,5.6,5.6,7.01,91,84,0,0,1,0,4,30,60,95,51,48,63.5,Average,31.3
B.Tech,4,Higher Studies,3.2,3.2,3.1,6.0,8.13,100,85,0,6,4,3,100,79,30,59,86,87,90.0,Good,84.8
Law,2,Placement,4.4,2.2,2.4,6.3,7.58,86,73,0,3,1,0,80,63,72,67,50,52,81.8,Good,54.4
B.Tech,1,Entrepreneurship,6.0,2.4,7.6,7.5,7.19,81,76,1,3,2,0,55,62,74,57,65,67,70.6,Average,53.2
BCA,1,Placement,3.8,4.1,3.6,8.4,7.39,86,79,1,6,2,0,97,78,49,62,65,68,79.3,Good,68.4
B.Tech,3,Entrepreneurship,5.8,2.6,6.6,6.4,7.3,89,87,1,6,5,0,93,84,73,53,61,56,78.6,Good,70.5
B.Tech,3,Higher Studies,5.6,2.0,6.1,8.3,6.94,75,79,2,5,3,2,75,56,77,51,68,71,64.2,Average,70.0
BCA,3,Placement,4.1,3.2,5.3,7.0,7.28,84,84,1,5,5,1,57,80,34,43,71,69,73.5,Average,64.5
B.Tech,1,Higher Studies,6.6,3.8,9.9,7.2,7.95,89,75,0,7,5,0,100,82,81,52,79,66,95.0,Excellent,77.0
B.Tech,4,Government Exam,4.0,2.9,6.4,6.9,7.35,87,95,0,6,6,0,100,83,82,67,63,71,82.0,Good,73.5
B.Tech,2,Placement,6.8,3.3,7.5,6.8,7.68,87,79,0,5,3,0,82,67,60,61,70,68,90.8,Excellent,62.9
B.Tech,2,Entrepreneurship,5.2,2.3,6.6,7.4,7.88,81,88,1,4,2,0,63,71,74,62,54,54,76.5,Good,58.1
BBA,2,Placement,4.5,2.4,5.5,7.7,8.05,92,82,0,4,1,0,61,80,94,59,49,45,85.1,Good,61.2
B.Com,2,Placement,3.2,2.6,6.0,6.1,6.35,81,77,2,3,3,0,63,60,55,66,48,50,49.6,At Risk,50.0
B.Tech,4,Placement,4.4,1.6,8.9,6.8,7.33,86,77,1,6,5,1,100,71,82,66,66,63,70.0,Average,75.6
B.Tech,4,Placement,4.2,1.8,8.2,8.7,5.75,70,80,1,7,5,2,100,85,68,65,95,91,60.1,Average,90.1
B.Tech,2,Placement,2.6,4.2,9.9,7.2,7.15,90,75,0,4,1,0,39,78,47,61,65,77,71.4,Average,56.2
B.Tech,4,Entrepreneurship,4.2,4.9,6.4,7.3,7.66,80,88,0,8,5,1,100,88,37,73,83,68,93.2,Excellent,84.8
BBA,3,Placement,3.3,4.4,4.2,8.2,7.91,100,85,0,6,4,2,100,96,75,40,61,58,89.7,Good,83.0
BCA,4,Placement,5.4,0.9,5.1,6.5,7.85,79,91,0,5,3,1,77,75,45,55,79,80,85.6,Good,68.6
B.Tech,1,Higher Studies,6.5,0.8,3.6,7.0,8.36,97,94,0,2,0,0,36,63,79,55,44,40,88.2,Good,45.7
B.Tech,3,Entrepreneurship,2.7,1.1,7.5,7.8,7.36,71,81,2,3,2,0,49,63,32,72,47,43,51.4,At Risk,47.4
B.Tech,2,Entrepreneurship,7.1,2.7,4.8,8.2,7.35,68,87,2,4,2,1,80,85,67,58,61,62,72.5,Average,68.3
B.Com,4,Government Exam,4.3,0.0,2.0,4.6,6.54,78,77,0,3,3,0,26,40,60,53,52,40,69.3,Average,40.8
Law,1,Entrepreneurship,3.0,1.8,10.9,6.3,7.12,67,94,1,0,0,0,27,59,90,67,43,50,50.7,At Risk,39.9
B.Tech,3,Government Exam,5.6,4.2,4.9,6.0,7.06,91,80,0,6,4,2,96,83,68,74,88,89,88.9,Good,86.1
B.Tech,2,Entrepreneurship,3.8,3.7,4.8,6.9,7.37,86,82,0,5,3,1,83,75,74,73,72,72,82.9,Good,72.9
B.Com,2,Government Exam,4.4,1.9,9.3,6.1,7.11,96,79,0,3,2,0,38,56,58,76,52,52,70.5,Average,48.4
Law,3,Placement,3.9,2.0,3.6,7.7,7.86,87,80,1,1,1,1,6,56,62,66,49,46,68.9,Average,43.1
B.Tech,4,Placement,3.3,3.2,8.3,7.2,7.44,89,100,0,5,4,0,100,84,80,68,52,51,77.4,Good,68.9
B.Tech,3,Higher Studies,5.6,3.6,4.8,7.9,8.14,88,91,0,5,4,1,81,75,65,61,71,71,94.3,Excellent,70.5
B.Tech,4,Placement,4.1,1.9,3.4,8.0,7.91,82,87,1,5,4,2,100,74,51,61,80,77,77.8,Good,76.9
BCA,2,Placement,2.3,2.2,9.4,7.7,7.09,82,79,0,4,1,0,81,90,82,53,49,47,66.8,Average,63.9
B.Tech,2,Higher Studies,5.3,1.8,7.8,6.7,7.59,78,94,0,2,1,0,45,51,90,73,40,42,76.5,Good,45.9
B.Tech,2,Entrepreneurship,2.7,0.9,7.8,7.1,7.76,91,81,0,2,2,1,47,50,87,43,62,55,68.1,Average,50.8
BCA,1,Placement,2.8,2.2,6.7,6.5,9.52,95,94,0,2,0,0,60,70,84,49,44,47,86.2,Good,49.7
B.Tech,3,Government Exam,6.3,2.1,7.2,5.6,6.95,83,100,3,7,5,2,100,70,60,87,74,86,61.6,Average,84.8
BBA,3,Government Exam,2.7,1.0,3.5,8.0,7.34,100,76,0,3,3,2,63,60,50,63,60,70,71.3,Average,61.0
B.Tech,3,Entrepreneurship,1.0,3.3,6.2,6.9,5.98,76,83,1,5,3,1,96,58,47,66,72,73,53.2,At Risk,66.5
B.Tech,3,Entrepreneurship,5.4,3.1,4.1,5.5,7.7,90,88,1,5,5,0,97,66,45,50,72,66,81.9,Good,61.8
BCA,3,Government Exam,4.0,3.3,3.2,7.5,6.9,84,86,1,4,3,1,72,63,63,70,72,79,70.8,Average,64.5
B.Tech,1,Higher Studies,4.2,1.6,6.8,6.8,7.42,96,82,0,3,1,0,46,54,91,81,40,40,74.2,Average,50.6
Law,1,Placement,4.0,0.1,8.3,4.9,7.64,90,80,0,0,0,0,27,30,40,82,40,47,65.2,Average,28.6
BCA,3,Higher Studies,4.8,3.1,5.2,5.6,7.19,83,85,1,5,5,1,68,78,65,46,74,70,74.9,Average,69.0
B.Tech,2,Government Exam,3.4,1.7,5.6,6.3,5.8,97,74,2,3,3,0,50,73,60,79,40,40,44.3,At Risk,52.2
BBA,1,Entrepreneurship,6.7,1.4,3.7,7.2,9.19,89,73,0,0,1,0,25,62,47,65,52,55,92.8,Excellent,37.3
B.Tech,2,Government Exam,2.3,1.0,6.0,7.8,8.0,88,80,1,4,3,1,66,55,61,34,49,46,66.8,Average,54.6
Law,3,Placement,5.2,2.2,7.5,7.8,7.56,95,82,1,3,2,2,75,69,84,46,72,82,70.8,Average,68.0
B.Tech,2,Higher Studies,5.5,4.4,7.6,7.6,6.91,78,74,2,8,4,0,100,100,68,42,69,72,72.9,Average,80.5
BCA,3,Placement,3.4,1.9,7.1,7.0,7.48,93,86,0,4,2,0,36,68,74,72,57,66,74.6,Average,56.1
B.Tech,3,Placement,3.0,1.2,4.8,8.7,7.67,84,79,1,3,4,1,75,65,81,62,60,55,65.9,Average,61.4
B.Tech,2,Placement,6.0,3.3,4.7,7.7,8.5,100,88,0,5,5,0,80,81,70,57,52,48,97.9,Excellent,64.3
B.Com,3,Placement,3.0,2.7,7.6,7.2,8.13,98,100,0,5,4,0,81,79,59,63,64,77,81.9,Good,65.0
B.Com,3,Government Exam,3.6,0.0,7.6,7.6,8.38,91,98,0,3,4,1,44,49,66,86,58,50,76.2,Good,54.7
B.Tech,3,Placement,5.8,3.3,5.7,6.6,6.21,73,84,1,6,4,1,63,67,48,61,76,83,72.1,Average,68.7
B.Tech,3,Placement,4.6,5.1,5.1,6.9,7.31,83,98,0,8,5,0,100,97,65,68,66,67,93.1,Excellent,81.9
B.Com,1,Entrepreneurship,1.8,0.0,8.3,4.9,8.06,90,86,0,2,0,0,52,43,66,72,46,43,65.6,Average,43.1
Law,3,Placement,7.1,1.0,5.3,6.6,7.14,92,83,0,3,3,2,52,56,84,50,72,77,81.2,Good,62.9
B.Tech,2,Placement,3.7,0.0,7.5,8.8,8.55,95,80,0,2,2,0,39,57,60,71,42,50,76.0,Good,43.8
BCA,4,Placement,3.9,2.4,5.7,7.1,9.11,99,100,0,6,6,2,66,91,60,76,89,89,95.7,Excellent,84.5
B.Tech,4,Placement,4.9,3.7,3.9,7.1,8.7,96,100,0,8,6,2,100,95,42,77,90,91,100.0,Excellent,93.5
B.Com,3,Placement,5.4,2.6,9.2,8.0,8.31,98,95,0,5,4,1,79,66,74,63,83,84,88.8,Good,70.8
B.Tech,2,Placement,7.4,4.2,6.2,7.4,7.61,86,96,0,7,4,0,100,88,42,76,66,66,99.3,Excellent,75.1
B.Tech,1,Higher Studies,2.0,3.5,4.6,6.2,7.45,88,62,0,3,1,0,61,62,57,70,54,45,74.1,Average,51.8
BBA,2,Placement,5.7,4.5,3.2,7.0,6.55,82,99,0,4,3,0,91,79,54,65,54,49,83.5,Good,61.1
B.Tech,2,Placement,5.6,3.9,3.4,5.9,7.04,81,82,1,4,1,0,57,71,78,75,56,62,77.5,Good,59.5
BCA,2,Entrepreneurship,4.3,2.0,5.3,7.2,6.9,92,100,2,3,0,0,33,70,72,85,56,53,56.9,Average,54.2
B.Tech,2,Placement,5.7,2.6,9.9,6.2,7.81,96,100,0,4,2,0,65,63,75,76,68,63,82.8,Good,59.9
B.Tech,1,Entrepreneurship,5.9,1.5,4.8,7.9,7.43,96,90,0,2,0,0,52,73,79,64,59,57,79.2,Good,52.8
B.Tech,4,Placement,2.4,2.2,8.9,6.5,7.5,81,82,0,7,6,1,100,72,55,59,82,81,76.8,Good,77.8
BCA,1,Placement,7.1,2.6,5.7,6.2,8.76,96,91,0,2,1,0,49,62,51,71,40,40,94.9,Excellent,45.0
B.Tech,4,Government Exam,2.2,2.4,3.6,6.9,6.59,91,66,1,8,6,2,100,76,39,66,85,84,68.3,Average,86.6
BCA,4,Placement,2.8,4.1,5.1,7.4,7.45,99,92,0,8,7,1,100,100,66,78,84,85,87.2,Good,91.2
B.Com,2,Placement,4.1,2.1,3.4,5.8,7.14,73,63,1,5,3,0,75,73,53,53,53,50,72.2,Average,59.7
BBA,3,Higher Studies,7.4,1.4,4.3,6.5,8.18,90,85,0,5,4,1,76,72,71,77,67,69,96.1,Excellent,70.8
B.Tech,2,Placement,4.0,1.5,4.2,7.1,8.12,89,99,0,1,2,0,19,43,82,48,45,59,77.8,Good,35.8
B.Tech,3,Government Exam,4.5,3.3,2.2,8.3,8.4,100,94,0,6,5,0,96,91,78,62,78,77,96.9,Excellent,76.6
B.Tech,2,Entrepreneurship,6.6,0.8,9.0,4.5,8.5,74,76,0,3,0,0,72,63,66,71,50,44,86.6,Good,53.6
B.Tech,2,Placement,4.0,2.3,6.4,7.6,7.88,81,75,1,5,3,0,100,69,66,63,47,52,75.3,Good,62.5
B.Tech,3,Higher Studies,2.7,4.1,4.6,6.6,6.03,91,74,0,7,5,0,99,91,64,70,74,79,74.0,Average,78.4
BBA,2,Higher Studies,3.9,2.9,6.4,6.5,6.51,78,81,3,5,3,0,79,69,96,81,68,74,48.9,At Risk,68.3
B.Tech,3,Entrepreneurship,6.6,2.4,4.3,6.3,7.14,75,90,0,5,3,2,70,66,56,58,94,95,87.3,Good,74.3
B.Tech,2,Government Exam,4.6,2.5,2.0,6.6,7.91,100,91,0,5,1,1,94,69,66,48,64,61,90.0,Excellent,68.0
B.Tech,2,Entrepreneurship,7.4,1.3,11.9,7.6,6.85,72,73,0,2,2,0,25,52,62,51,40,40,71.6,Average,39.1
BBA,1,Placement,5.6,1.5,6.4,6.5,8.04,98,92,1,2,0,0,33,55,53,63,50,47,73.7,Average,42.6
B.Tech,1,Government Exam,3.5,2.3,4.8,8.7,7.67,75,91,0,2,1,0,0,58,59,79,52,58,75.7,Good,42.4
BCA,2,Placement,4.6,2.8,2.1,7.6,5.84,67,82,2,4,3,0,50,64,65,61,60,65,56.0,Average,54.9
B.Tech,1,Placement,3.2,3.6,3.0,7.2,6.4,83,100,0,1,0,0,23,65,47,90,40,40,67.2,Average,41.6
B.Com,1,Entrepreneurship,3.5,2.6,9.3,6.8,8.36,85,94,0,2,0,0,36,69,89,49,51,49,77.3,Good,48.6
B.Com,4,Placement,8.0,4.1,9.0,8.2,8.73,95,97,0,7,5,1,84,98,75,44,76,81,100.0,Excellent,82.7
B.Tech,1,Entrepreneurship,6.0,4.4,7.5,8.3,7.04,99,98,2,5,2,0,63,88,81,67,55,49,69.7,Average,66.6
B.Tech,3,Placement,5.8,3.5,3.8,5.8,6.84,82,89,3,6,6,1,100,63,62,58,63,63,63.2,Average,70.5
B.Tech,2,Government Exam,3.6,4.0,9.0,6.3,5.5,90,72,2,4,3,0,56,67,60,55,53,44,45.6,At Risk,54.2
B.Tech,4,Placement,6.9,1.3,6.9,7.6,9.25,98,100,0,4,6,1,40,53,61,65,63,61,98.3,Excellent,56.6
BBA,2,Placement,6.1,1.1,7.3,7.9,7.86,96,83,2,4,1,0,52,50,54,50,61,61,68.3,Average,49.5
B.Com,2,Placement,7.3,3.1,6.9,6.7,9.69,79,85,0,4,2,0,52,81,84,71,55,49,100.0,Excellent,61.6
BBA,2,Higher Studies,7.2,0.9,3.0,6.3,7.81,94,79,0,4,2,1,66,77,85,67,59,60,91.1,Excellent,67.3
B.Com,2,Placement,2.3,2.2,3.6,7.1,7.5,91,94,0,5,2,0,85,73,73,60,64,66,77.5,Good,65.0
B.Tech,3,Higher Studies,2.8,3.4,5.0,8.5,8.13,87,92,0,5,3,1,59,82,90,67,67,62,85.4,Good,72.5
B.Tech,1,Placement,3.0,4.2,7.3,7.0,8.82,100,98,1,5,2,0,84,78,100,87,54,58,82.7,Good,70.1
BBA,4,Placement,3.1,2.2,3.2,5.7,7.81,85,91,0,4,3,2,88,78,92,62,74,79,80.9,Good,77.1
B.Tech,2,Placement,5.0,1.7,5.6,7.1,7.65,75,87,0,2,3,1,59,59,57,59,61,60,77.9,Good,52.6
BBA,2,Placement,3.6,2.9,5.6,7.8,7.47,93,87,1,4,2,0,76,67,28,73,55,46,70.9,Average,55.0
B.Tech,3,Government Exam,7.6,1.2,7.6,6.9,7.1,74,88,2,4,4,1,74,69,76,57,77,73,66.5,Average,66.6
B.Tech,2,Entrepreneurship,7.4,2.3,7.3,8.3,7.66,88,80,0,5,4,1,75,72,71,70,77,79,90.6,Excellent,71.6
Law,4,Placement,4.5,2.5,4.0,7.9,7.62,98,75,1,6,6,0,100,81,66,74,68,62,79.4,Good,72.8
B.Tech,2,Higher Studies,7.4,2.5,8.9,6.9,9.26,100,88,0,4,2,0,74,75,61,81,53,52,100.0,Excellent,60.6
Law,3,Government Exam,6.7,2.6,3.7,7.0,7.52,85,89,0,5,5,0,67,100,85,61,45,41,91.9,Excellent,68.3
Law,1,Placement,3.8,1.5,8.2,5.2,8.43,89,83,0,4,2,0,65,80,41,49,46,46,81.7,Good,54.7
BBA,4,Placement,1.5,1.6,4.9,8.2,7.05,95,100,0,6,7,2,81,77,87,61,87,86,71.2,Average,83.7
BBA,3,Higher Studies,4.2,1.6,6.3,6.7,8.65,83,93,0,4,4,1,65,58,91,67,56,56,86.6,Good,62.6
BCA,1,Placement,3.5,0.6,6.5,6.6,8.04,96,88,0,2,0,0,62,34,67,57,51,53,73.6,Average,40.9
B.Com,1,Placement,4.8,2.9,6.4,6.5,8.17,100,82,0,4,3,0,65,81,69,66,48,47,87.2,Good,59.9
B.Tech,2,Placement,4.6,3.6,7.3,7.5,8.48,96,96,0,6,5,0,80,93,47,85,62,70,93.5,Excellent,72.0
BCA,4,Higher Studies,4.6,3.5,6.8,5.9,8.34,89,78,0,8,4,2,100,88,80,58,84,91,96.6,Excellent,92.6
BCA,2,Placement,5.3,2.2,7.6,6.0,8.65,91,92,1,3,3,0,75,63,84,55,58,60,79.9,Good,55.0
B.Tech,2,Placement,2.7,1.5,6.9,6.9,9.22,92,88,0,3,4,0,44,62,76,76,59,61,83.9,Good,53.3
B.Tech,1,Placement,5.1,3.4,3.5,6.4,9.12,90,92,0,4,2,0,90,78,46,50,43,40,99.6,Excellent,56.7
B.Tech,2,Placement,3.8,3.3,6.5,7.3,7.9,90,90,0,5,2,1,94,91,40,65,78,80,84.7,Good,74.7
BCA,3,Placement,4.8,2.8,4.9,6.4,7.22,91,74,2,5,5,0,71,65,61,58,57,60,66.8,Average,59.3
B.Com,4,Entrepreneurship,5.9,4.6,3.8,8.6,8.12,100,74,1,8,6,2,100,100,66,45,96,99,96.2,Excellent,94.6
B.Tech,2,Placement,2.7,2.5,5.4,7.7,5.57,62,69,1,3,2,0,37,66,80,63,62,67,50.0,At Risk,53.1
Law,4,Higher Studies,4.1,2.2,6.4,7.7,8.26,71,95,0,5,4,1,72,69,61,57,63,65,86.3,Good,66.1
BBA,2,Placement,4.3,2.0,6.5,6.4,6.59,96,84,3,3,3,0,39,69,80,71,64,66,45.3,At Risk,55.3
B.Com,1,Higher Studies,3.7,0.6,8.1,9.0,8.47,92,85,0,1,0,0,17,46,81,67,40,46,74.1,Average,37.3
BCA,2,Higher Studies,5.8,3.3,8.6,6.6,9.56,98,100,1,6,4,0,100,82,72,67,55,56,96.0,Excellent,70.9
BBA,3,Placement,3.4,2.4,6.7,6.3,6.11,84,89,1,6,5,1,91,82,78,53,68,65,61.2,Average,76.1
B.Tech,4,Government Exam,3.7,3.1,7.0,7.7,7.4,85,92,2,8,7,3,99,88,58,58,87,90,69.4,Average,96.0
B.Com,4,Placement,3.4,4.7,6.2,7.2,6.46,98,75,1,8,5,2,100,100,47,68,76,79,73.2,Average,92.1
B.Tech,1,Government Exam,6.1,2.0,7.5,6.2,6.27,85,88,2,2,0,0,34,54,56,54,56,54,53.1,At Risk,42.7
B.Com,1,Placement,3.8,0.0,7.0,9.0,7.37,83,87,0,1,0,0,35,58,52,64,40,40,65.3,Average,39.0
Law,1,Entrepreneurship,5.2,3.1,5.9,8.0,8.25,88,82,0,4,3,0,100,74,83,69,56,57,89.8,Good,64.3
B.Tech,4,Government Exam,7.5,2.7,10.3,7.0,8.7,92,88,0,6,4,2,95,75,77,73,85,91,99.1,Excellent,84.4
B.Tech,4,Entrepreneurship,4.4,1.6,4.9,9.0,7.7,82,77,0,6,6,1,96,78,34,58,80,78,85.1,Good,73.8
BBA,3,Higher Studies,6.2,3.0,8.9,7.8,6.33,95,74,1,6,3,1,100,89,67,60,84,77,70.2,Average,80.9
B.Tech,2,Placement,7.0,3.4,3.3,7.0,8.06,91,78,0,6,3,0,83,71,38,67,57,49,100.0,Excellent,63.3
B.Com,2,Government Exam,6.0,1.4,7.6,9.0,6.46,72,88,3,1,1,1,51,60,48,56,64,57,42.9,At Risk,48.5
B.Tech,2,Entrepreneurship,4.5,2.1,8.9,7.7,6.29,84,79,1,4,3,0,61,71,77,48,57,51,59.1,Average,57.2
B.Tech,2,Entrepreneurship,5.5,4.3,2.2,7.6,6.82,95,74,0,6,2,0,86,86,39,69,65,62,89.3,Good,69.0
Law,2,Placement,2.6,1.6,6.3,6.6,8.23,99,92,0,4,3,0,63,61,44,61,53,51,78.5,Good,52.3
BBA,1,Government Exam,3.3,2.6,7.4,7.0,7.89,83,86,1,2,1,0,42,63,49,71,50,52,66.8,Average,45.7
B.Com,1,Placement,3.6,0.0,6.5,6.6,7.73,79,94,0,0,0,0,17,32,41,58,52,58,66.1,Average,27.8
B.Tech,4,Higher Studies,7.9,0.7,6.8,8.4,7.3,97,85,0,3,3,0,61,41,43,66,57,61,82.7,Good,45.2
BBA,3,Placement,3.3,2.7,6.3,5.4,7.04,72,71,0,5,3,1,73,70,64,43,76,73,75.3,Good,67.1
BCA,2,Placement,3.3,4.0,3.8,8.4,6.16,83,75,3,6,2,0,93,83,39,72,57,54,51.2,At Risk,68.0
BCA,2,Entrepreneurship,2.9,0.9,10.7,6.1,8.57,88,80,1,3,2,0,31,63,61,58,48,60,66.3,Average,47.3
BBA,2,Placement,5.3,2.6,5.0,6.9,9.68,100,98,0,5,2,0,91,73,65,63,60,53,100.0,Excellent,64.5
BCA,3,Higher Studies,4.7,2.0,6.9,6.7,8.11,82,96,0,5,3,0,96,64,76,63,64,68,86.2,Good,64.3
B.Tech,3,Higher Studies,6.1,3.6,4.7,6.5,8.48,86,76,0,5,4,0,83,74,78,60,62,58,98.8,Excellent,65.3
B.Tech,3,Placement,5.5,1.0,2.0,7.7,7.58,92,84,1,3,2,0,67,59,44,65,66,70,75.3,Good,51.5
BBA,3,Placement,2.4,3.0,4.2,7.0,5.81,85,87,0,8,6,2,100,97,45,65,82,88,71.6,Average,91.7
B.Tech,1,Higher Studies,3.3,1.7,3.1,6.3,6.63,94,69,0,1,0,0,54,58,44,67,47,48,65.3,Average,41.4
BBA,2,Placement,6.5,2.8,8.2,7.2,7.46,91,81,0,3,1,0,58,55,76,49,56,61,82.7,Good,49.8
B.Tech,2,Government Exam,4.2,2.6,4.8,6.3,7.18,88,83,2,4,3,0,43,70,70,74,52,69,62.4,Average,56.4
BCA,2,Entrepreneurship,6.3,2.2,5.0,6.5,7.29,94,92,0,4,3,0,86,74,59,63,55,48,84.6,Good,60.0
BBA,3,Placement,4.3,3.1,3.9,5.5,7.58,76,89,0,6,3,2,100,75,47,69,74,80,87.8,Good,79.7
B.Tech,2,Placement,3.0,2.6,6.2,6.5,6.59,75,87,2,4,4,1,96,84,67,63,66,72,52.8,At Risk,70.8
B.Tech,1,Placement,4.0,2.3,4.6,7.5,9.46,86,97,0,1,2,0,56,50,85,52,40,40,89.9,Good,41.1
B.Tech,2,Government Exam,3.0,2.1,8.0,7.0,6.13,59,76,2,3,3,0,76,71,84,95,65,67,44.3,At Risk,62.3
BCA,4,Placement,3.7,2.6,6.6,8.8,8.25,97,100,0,4,4,1,75,75,42,66,62,61,83.5,Good,63.7
B.Com,1,Placement,4.8,2.8,4.9,9.0,7.38,98,79,0,4,4,0,78,65,81,46,50,53,82.2,Good,56.5
B.Tech,3,Higher Studies,5.3,1.3,7.7,6.5,8.11,94,65,0,4,4,1,51,65,42,63,50,51,83.6,Good,56.7
BBA,2,Entrepreneurship,2.1,2.1,6.0,6.2,7.67,91,71,0,3,2,0,51,74,58,60,49,53,71.9,Average,52.0
B.Tech,1,Placement,4.5,1.2,6.0,8.1,7.71,89,84,0,1,2,0,76,45,57,63,42,40,73.5,Average,40.4
BCA,2,Placement,3.6,2.5,3.1,7.3,6.42,82,78,0,3,4,0,30,66,68,45,54,65,70.1,Average,48.2
Law,3,Entrepreneurship,3.5,1.8,5.9,8.1,7.13,99,79,2,3,1,1,60,50,49,65,58,59,55.3,Average,52.9
B.Tech,2,Higher Studies,4.7,3.4,6.6,7.4,7.76,100,87,1,5,2,0,79,81,66,54,83,91,78.4,Good,67.9
BCA,4,Government Exam,3.7,3.3,8.7,6.8,7.55,83,94,0,8,6,3,100,89,48,82,85,88,85.3,Good,97.5
B.Tech,2,Higher Studies,6.6,1.4,4.5,6.8,6.97,93,86,2,3,3,1,58,64,67,63,64,71,63.7,Average,59.0
B.Tech,1,Entrepreneurship,6.3,2.5,10.6,7.4,9.0,100,96,0,3,0,0,74,58,45,73,55,55,91.3,Excellent,51.2
B.Tech,4,Higher Studies,6.3,3.3,7.1,6.8,5.6,83,68,0,7,6,1,100,90,59,75,65,71,77.0,Good,81.9
B.Tech,2,Entrepreneurship,3.8,2.3,3.0,8.2,7.24,89,79,0,3,2,1,67,61,65,70,57,52,76.8,Good,58.3
BCA,3,Higher Studies,3.1,1.6,4.3,5.7,6.53,85,86,1,3,3,1,61,40,61,66,78,83,58.3,Average,54.9
B.Tech,3,Government Exam,4.6,1.2,8.8,8.2,7.76,76,86,1,3,2,2,51,60,77,78,63,60,67.5,Average,64.4
BCA,2,Placement,4.3,3.5,8.5,5.1,8.46,79,92,0,6,1,1,85,94,31,57,88,87,91.0,Excellent,77.2
B.Tech,3,Placement,3.6,3.6,6.0,7.1,6.17,87,84,0,6,2,0,100,75,67,73,63,57,73.3,Average,70.5
B.Tech,1,Government Exam,2.7,2.3,6.3,6.7,9.43,88,94,0,3,0,0,65,58,52,60,52,49,87.8,Good,49.3
BBA,2,Placement,4.4,3.4,3.7,5.5,7.75,77,98,0,6,3,0,100,94,73,66,61,59,90.5,Excellent,74.7
Law,1,Higher Studies,3.9,0.0,8.6,4.9,7.83,72,82,0,2,1,0,62,54,65,50,40,43,69.7,Average,43.5
B.Tech,4,Placement,5.5,4.1,4.0,5.9,6.43,78,74,0,8,5,1,100,93,81,49,70,72,88.2,Good,86.0
B.Com,1,Government Exam,5.5,2.3,7.7,7.0,7.68,91,71,0,2,1,0,39,61,61,64,43,41,78.9,Good,44.4
BCA,3,Placement,6.2,2.7,8.7,6.4,8.7,97,95,0,3,2,0,50,60,83,77,58,61,90.7,Excellent,54.1
BCA,4,Government Exam,2.6,2.1,6.1,6.0,7.48,94,80,0,4,3,1,83,88,67,62,68,70,73.8,Average,70.6
BCA,2,Higher Studies,5.1,4.2,7.9,8.4,7.79,85,96,0,7,5,0,100,98,45,85,65,63,92.1,Excellent,78.5
B.Tech,2,Placement,3.4,1.2,9.7,5.8,7.36,87,86,0,2,1,0,46,68,52,69,63,61,65.9,Average,49.5
B.Tech,2,Higher Studies,2.7,4.3,6.5,7.7,6.06,87,76,0,7,5,0,88,92,56,62,61,59,72.5,Average,74.1
BCA,2,Placement,3.9,3.0,5.6,6.1,6.23,84,71,1,4,3,0,80,61,66,82,59,69,61.7,Average,59.4
B.Tech,2,Placement,6.1,3.2,5.9,5.9,8.87,89,97,0,5,3,0,92,82,78,80,49,46,99.9,Excellent,68.1
Law,3,Placement,3.9,2.1,4.5,6.4,8.29,93,87,0,5,2,0,88,83,74,48,62,67,87.8,Good,66.4
B.Tech,4,Placement,6.8,0.9,4.5,7.6,8.85,78,92,1,4,4,2,70,74,74,64,76,72,88.8,Good,72.9
B.Tech,4,Entrepreneurship,5.3,3.6,6.9,5.6,6.96,84,87,1,8,5,3,100,80,53,71,94,92,80.0,Good,95.9
BBA,4,Placement,3.9,2.9,5.7,7.3,7.34,81,86,0,6,5,1,91,83,78,73,72,74,82.6,Good,79.0
B.Tech,4,Higher Studies,6.2,4.1,6.7,6.0,8.94,100,83,0,7,6,2,100,78,66,72,80,83,100.0,Excellent,86.6
BCA,2,Placement,5.2,2.3,3.0,6.2,6.57,75,85,0,5,3,1,90,69,76,63,75,77,79.6,Good,71.7
BBA,3,Higher Studies,3.1,2.0,5.8,7.4,8.38,92,95,0,5,4,1,61,77,42,61,74,78,84.5,Good,67.2
Law,4,Placement,7.3,4.2,8.1,9.0,7.47,83,87,0,8,6,2,100,100,71,63,91,94,97.9,Excellent,96.3
BBA,2,Higher Studies,4.9,4.8,3.8,6.1,6.86,79,87,2,5,2,1,84,85,55,56,73,76,69.4,Average,72.2
BBA,4,Government Exam,4.5,2.5,6.0,7.7,7.55,90,91,1,6,5,0,81,70,46,48,68,65,77.0,Good,63.6
