degree,branch,year,cgpa,attendance,study_hours,self_learning_hours,sleep_hours,screen_time,assignment_score,internal_marks,backlogs,projects_count,hackathons_count,certifications_count,github_activity_score,linkedin_activity_score,programming_score,sql_score,dsa_score,communication_score,aptitude_score,internships_count,resume_score,ats_score,goal,target_role,academic_score,academic_category,employability_score,placement_probability
B.Tech,IT,4,5.52,45,6,2,5,9,58,80,0,2,3,0,84,97,50,72,84,88,58,1,89,78,Entrepreneurship,ML Engineer,86.1,Excellent,68.5,65.1
B.Com,Hons,3,5.72,57,8,4,8,3,71,52,2,3,0,8,55,60,100,34,27,81,39,2,45,99,Placement,Software Engineer,88.6,Excellent,72.1,68.5
B.Com,General,2,9.44,88,8,1,6,6,86,79,3,5,2,6,76,81,94,56,53,82,62,2,56,100,Higher Studies,ML Engineer,100.0,Excellent,85.7,81.4
B.Tech,AI&DS,2,9.41,83,5,5,6,10,70,76,3,7,4,8,41,77,52,68,29,89,44,2,62,85,Higher Studies,Software Engineer,100.0,Excellent,81.0,77.0
B.Com,General,1,6.47,74,5,0,5,10,91,66,1,4,3,7,12,67,89,52,20,38,64,1,64,100,Higher Studies,Data Analyst,83.5,Good,64.4,61.2
BCA,General,2,7.85,66,7,3,8,8,78,55,1,1,1,9,53,6,31,32,54,57,83,1,58,85,Entrepreneurship,Data Analyst,99.6,Excellent,50.7,48.2
Law,Corporate,2,9.61,44,6,2,5,5,75,96,3,3,2,1,11,6,63,90,74,95,50,1,91,61,Placement,ML Engineer,100.0,Excellent,69.2,65.7
Law,Criminal,3,7.64,46,8,4,5,5,55,92,3,7,1,0,87,64,86,83,45,51,59,0,68,57,Government Exam,Data Analyst,100.0,Excellent,71.2,67.6
B.Tech,ECE,4,7.19,49,6,2,4,11,60,67,3,0,4,4,34,39,45,38,87,64,75,1,70,56,Entrepreneurship,Data Analyst,68.5,Average,51.2,48.6
B.Com,General,3,7.58,49,7,3,8,8,85,84,1,2,2,6,82,23,77,75,24,70,71,2,45,40,Entrepreneurship,Business Analyst,100.0,Excellent,65.9,62.6
BBA,HR,4,8.9,90,5,4,4,4,69,76,3,5,0,1,8,31,54,56,98,60,100,1,76,51,Government Exam,ML Engineer,100.0,Excellent,70.4,66.9
BBA,HR,3,7.55,96,8,3,4,4,93,66,3,7,2,3,12,9,97,77,86,92,78,1,73,62,Government Exam,Data Analyst,100.0,Excellent,86.0,81.7
B.Com,Hons,1,8.87,97,1,4,4,6,69,60,0,7,4,6,21,8,61,28,38,88,53,0,63,47,Placement,Business Analyst,100.0,Excellent,59.0,56.0
BBA,Marketing,2,7.36,67,8,1,7,7,76,87,3,7,0,8,39,38,74,23,62,39,98,0,97,72,Higher Studies,Software Engineer,93.2,Excellent,68.4,65.0
B.Tech,CSE,4,6.58,75,1,5,6,9,55,86,2,3,4,5,35,2,69,90,58,65,35,0,49,51,Higher Studies,ML Engineer,78.0,Good,53.2,50.5
B.Tech,ECE,1,6.9,49,1,4,6,2,82,91,1,2,5,6,91,98,42,32,46,76,31,0,97,56,Entrepreneurship,ML Engineer,99.1,Excellent,47.9,45.5
B.Com,General,2,5.83,89,3,3,7,8,79,83,0,6,2,7,40,68,34,82,41,87,32,2,98,69,Higher Studies,Business Analyst,96.4,Excellent,79.0,75.0
BBA,Marketing,2,7.64,74,2,0,5,9,99,96,3,6,4,7,6,6,46,82,68,76,82,1,50,78,Higher Studies,Business Analyst,80.6,Good,72.0,68.4
B.Tech,AI&DS,2,6.14,92,5,5,8,6,83,81,3,5,2,8,93,11,100,80,77,51,39,1,63,82,Government Exam,Business Analyst,88.3,Excellent,79.3,75.3
B.Tech,AI&DS,3,8.99,74,4,1,8,11,54,92,0,2,0,9,94,22,39,55,78,59,53,0,41,52,Higher Studies,Business Analyst,100.0,Excellent,47.1,44.7
BCA,General,1,7.31,76,6,2,8,3,65,95,0,1,2,1,54,88,88,27,98,52,62,2,89,99,Higher Studies,Software Engineer,100.0,Excellent,74.1,70.4
BCA,General,1,8.79,87,6,1,4,5,61,95,0,2,4,6,74,62,64,46,59,76,51,2,97,60,Higher Studies,Software Engineer,100.0,Excellent,70.6,67.1
B.Tech,CSE,2,9.6,59,5,1,8,7,61,84,2,3,4,1,93,16,52,45,34,83,90,0,68,100,Higher Studies,Data Analyst,100.0,Excellent,58.2,55.3
B.Com,Hons,4,9.15,52,5,2,8,10,60,77,2,0,5,6,78,77,85,64,51,45,96,0,55,96,Placement,ML Engineer,93.8,Excellent,52.6,50.0
Law,Criminal,1,9.59,50,5,4,8,3,70,71,0,1,5,8,12,98,45,61,77,39,33,0,62,48,Entrepreneurship,Data Analyst,100.0,Excellent,40.2,38.2
Law,Criminal,3,7.94,97,6,1,6,5,56,65,3,4,4,3,98,63,81,33,75,65,80,1,74,94,Placement,ML Engineer,90.0,Excellent,74.6,70.9
B.Tech,AI&DS,4,6.21,84,7,5,7,11,83,95,1,0,1,4,98,64,56,91,100,57,33,0,96,67,Government Exam,ML Engineer,93.6,Excellent,55.2,52.4
B.Tech,IT,4,9.52,58,5,1,5,6,78,91,2,7,1,4,19,85,44,71,71,71,68,1,82,46,Higher Studies,ML Engineer,100.0,Excellent,73.3,69.6
B.Tech,CSE,4,9.23,67,6,0,7,9,55,89,1,3,1,1,57,27,91,88,96,46,60,0,61,57,Placement,Data Analyst,100.0,Excellent,63.0,59.8
B.Com,Hons,4,9.22,77,2,5,8,9,85,61,1,1,3,2,22,57,35,72,99,77,86,0,74,89,Government Exam,ML Engineer,100.0,Excellent,54.1,51.4
BCA,General,1,8.48,95,4,0,5,3,83,54,2,5,5,9,52,86,53,70,47,81,59,2,45,100,Placement,Data Analyst,100.0,Excellent,77.8,73.9
B.Tech,ECE,2,8.19,84,1,5,5,7,98,75,1,5,2,0,36,17,34,96,43,89,68,2,95,81,Entrepreneurship,ML Engineer,100.0,Excellent,80.6,76.6
B.Tech,ECE,4,5.56,99,7,3,7,7,57,75,3,2,1,2,19,43,100,21,56,68,54,1,62,98,Government Exam,Business Analyst,70.2,Good,62.3,59.2
BBA,Marketing,3,8.72,43,4,2,7,6,86,62,2,6,4,4,18,63,82,67,81,80,87,1,100,72,Entrepreneurship,Software Engineer,100.0,Excellent,82.8,78.7
B.Com,General,3,5.89,96,5,5,7,9,59,73,2,0,4,8,17,36,60,97,24,80,65,2,62,85,Government Exam,Business Analyst,78.2,Good,63.0,59.8
B.Tech,AI&DS,2,6.62,93,4,5,7,11,65,93,1,1,1,0,67,2,64,68,63,34,40,2,69,62,Higher Studies,Data Analyst,87.3,Excellent,63.3,60.1
BBA,HR,1,7.87,76,5,4,4,3,51,52,1,4,5,5,60,13,48,78,69,93,75,1,76,92,Government Exam,ML Engineer,100.0,Excellent,73.6,69.9
Law,Criminal,2,7.44,58,4,4,6,3,68,81,0,6,1,1,71,6,63,86,20,65,50,2,81,40,Higher Studies,Software Engineer,100.0,Excellent,77.9,74.0
B.Tech,ECE,4,5.57,76,3,3,6,8,56,72,2,4,4,5,45,16,30,99,83,68,31,1,59,94,Higher Studies,Business Analyst,71.6,Good,67.6,64.2
B.Tech,AI&DS,1,9.04,92,8,4,8,10,51,98,1,4,1,9,93,69,70,28,96,40,68,0,50,78,Higher Studies,Data Analyst,100.0,Excellent,59.6,56.6
BBA,HR,1,9.28,53,4,4,4,4,94,86,3,5,5,5,47,82,82,21,91,83,62,2,99,97,Government Exam,Business Analyst,100.0,Excellent,86.8,82.5
B.Com,Hons,4,8.43,70,8,0,5,8,72,87,2,1,3,0,19,78,93,94,20,33,60,1,63,58,Entrepreneurship,Business Analyst,97.3,Excellent,55.6,52.8
B.Tech,AI&DS,3,7.83,67,1,4,7,4,80,94,0,0,3,4,71,38,69,62,34,77,33,0,96,58,Government Exam,Software Engineer,100.0,Excellent,47.0,44.6
Law,Criminal,4,9.63,99,1,4,8,7,53,87,3,2,5,9,68,4,91,33,93,84,96,2,57,43,Government Exam,Business Analyst,95.0,Excellent,74.1,70.4
B.Tech,CSE,2,6.02,75,7,3,5,4,65,62,0,0,3,1,33,78,84,59,20,62,98,1,66,46,Higher Studies,Business Analyst,99.5,Excellent,52.2,49.6
Law,Corporate,4,8.67,83,4,3,6,2,59,64,0,2,0,0,6,51,40,74,97,30,42,1,92,68,Government Exam,ML Engineer,100.0,Excellent,58.3,55.4
BCA,General,3,6.05,77,6,1,5,7,98,51,3,0,3,8,49,25,81,78,71,63,94,1,46,87,Placement,ML Engineer,65.6,Average,61.5,58.4
BCA,General,4,7.14,58,8,4,7,4,70,60,0,0,4,5,52,38,55,66,60,58,74,1,87,78,Higher Studies,Data Analyst,100.0,Excellent,57.0,54.2
Law,Corporate,2,8.02,81,6,4,7,2,77,65,0,1,5,0,85,44,77,53,82,96,68,2,60,50,Entrepreneurship,Software Engineer,100.0,Excellent,71.1,67.5
B.Com,General,2,8.67,40,6,5,6,6,95,67,0,4,0,9,72,76,74,55,65,53,82,0,95,68,Placement,Software Engineer,100.0,Excellent,64.2,61.0
B.Tech,CSE,3,5.52,62,4,4,7,9,61,83,0,6,4,8,10,30,62,52,40,95,60,1,54,100,Government Exam,ML Engineer,97.4,Excellent,71.6,68.0
B.Tech,CSE,2,6.62,94,6,0,4,9,62,59,0,4,4,8,75,76,93,82,84,100,42,1,47,47,Entrepreneurship,Software Engineer,94.3,Excellent,74.2,70.5
BCA,General,2,7.81,67,2,5,8,9,89,62,2,4,5,6,7,22,38,37,71,90,30,2,67,84,Placement,Software Engineer,95.5,Excellent,69.0,65.6
Law,Corporate,4,7.79,87,4,4,6,4,66,81,1,6,5,8,31,39,31,41,50,72,58,0,60,48,Entrepreneurship,Data Analyst,100.0,Excellent,53.3,50.6
B.Tech,ECE,1,8.24,43,1,0,6,9,67,57,2,4,1,0,62,31,43,24,90,74,90,2,47,44,Placement,Software Engineer,69.7,Average,69.4,65.9
B.Tech,CSE,2,6.81,80,8,1,5,5,59,56,2,0,5,2,54,100,65,51,55,64,31,2,67,70,Placement,ML Engineer,86.7,Excellent,59.7,56.7
B.Com,Hons,2,7.82,99,7,5,6,9,77,97,1,4,2,7,58,3,64,68,43,62,41,2,73,49,Entrepreneurship,ML Engineer,100.0,Excellent,71.2,67.6
BBA,Finance,3,6.32,57,6,2,8,4,62,66,1,0,3,2,62,80,93,55,57,98,85,2,86,82,Entrepreneurship,Software Engineer,87.1,Excellent,74.0,70.3
BCA,General,3,6.3,88,3,4,4,4,83,90,3,2,5,7,16,83,54,92,87,96,70,1,54,63,Higher Studies,ML Engineer,83.3,Good,64.4,61.2
BCA,General,4,7.98,86,6,5,5,2,98,76,0,3,2,2,25,45,38,33,21,41,56,1,83,56,Government Exam,Business Analyst,100.0,Excellent,49.9,47.4
BBA,Marketing,4,8.45,90,1,3,8,9,55,57,1,6,2,3,50,74,72,83,85,97,67,2,82,86,Higher Studies,Software Engineer,94.4,Excellent,92.7,88.1
B.Tech,IT,2,6.02,78,2,5,6,9,61,78,3,6,1,3,32,41,39,51,76,61,81,0,76,50,Entrepreneurship,Software Engineer,69.9,Average,60.5,57.5
B.Com,General,1,6.03,64,4,3,7,10,78,86,3,3,2,4,25,96,86,28,82,53,61,0,92,73,Entrepreneurship,Data Analyst,67.0,Average,58.6,55.7
B.Com,Hons,1,7.93,57,6,4,7,7,62,76,2,2,3,9,21,38,62,67,90,80,31,2,66,63,Government Exam,Business Analyst,99.0,Excellent,69.2,65.7
BCA,General,4,6.66,45,3,0,8,3,75,86,3,0,0,9,66,69,38,71,60,95,95,1,80,47,Entrepreneurship,Business Analyst,60.2,Average,56.1,53.3
B.Com,General,3,7.19,58,8,3,4,2,53,73,0,6,4,3,94,55,83,28,26,98,49,1,65,96,Higher Studies,Data Analyst,100.0,Excellent,75.4,71.6
BBA,Finance,2,7.22,92,7,5,7,9,64,94,2,4,3,6,77,46,42,51,76,41,86,0,51,83,Placement,Software Engineer,100.0,Excellent,56.7,53.9
B.Tech,IT,2,6.27,51,1,5,8,11,65,65,1,1,1,3,81,37,53,29,64,54,91,0,73,78,Placement,Data Analyst,69.2,Average,49.2,46.7
BBA,HR,1,5.51,64,7,3,5,5,68,75,2,0,0,0,97,17,91,88,27,53,77,2,70,63,Higher Studies,ML Engineer,75.2,Good,68.2,64.8
Law,Corporate,4,9.17,74,7,1,6,8,96,80,2,0,1,4,62,1,69,30,22,73,36,0,42,41,Placement,Software Engineer,100.0,Excellent,35.0,33.2
BCA,General,1,8.57,40,3,1,4,11,75,76,0,6,3,7,16,53,88,77,51,74,96,1,65,47,Placement,Data Analyst,100.0,Excellent,75.7,71.9
B.Com,General,1,8.47,44,8,1,4,5,81,75,0,2,4,5,40,80,85,47,87,86,79,0,96,70,Government Exam,Data Analyst,100.0,Excellent,62.4,59.3
Law,Criminal,4,7.85,40,5,3,5,2,55,92,2,2,2,3,75,87,93,53,29,74,63,0,93,86,Entrepreneurship,Business Analyst,98.8,Excellent,59.5,56.5
B.Com,Hons,3,8.51,47,1,3,4,9,55,64,1,1,5,3,38,29,89,72,37,47,98,1,45,83,Government Exam,Data Analyst,88.3,Excellent,59.6,56.6
B.Tech,IT,2,9.52,78,5,5,8,11,54,98,0,7,5,0,32,87,52,59,72,80,96,2,97,74,Higher Studies,Business Analyst,100.0,Excellent,88.8,84.4
B.Tech,IT,3,8.36,86,3,4,4,10,51,64,2,4,2,9,31,3,56,83,95,49,63,0,59,97,Government Exam,Data Analyst,89.4,Excellent,63.0,59.8
B.Tech,AI&DS,4,6.64,82,4,4,4,11,51,72,0,3,1,0,20,6,90,29,30,58,72,1,90,43,Higher Studies,Business Analyst,90.7,Excellent,59.7,56.7
B.Com,Hons,4,7.95,57,4,0,4,10,86,74,0,7,0,2,52,78,73,45,51,92,50,2,79,51,Higher Studies,Software Engineer,100.0,Excellent,83.5,79.3
Law,Criminal,2,7.4,85,4,3,8,10,52,93,3,5,5,3,63,56,86,62,25,63,41,0,56,94,Government Exam,Business Analyst,84.7,Good,62.2,59.1
B.Tech,IT,3,7.89,98,7,4,6,5,55,53,1,4,4,3,77,29,72,90,57,97,61,0,80,78,Higher Studies,ML Engineer,100.0,Excellent,68.6,65.2
Law,Criminal,2,7.73,48,5,4,7,10,80,85,2,4,1,1,65,92,91,63,74,34,76,2,40,55,Placement,Software Engineer,94.5,Excellent,75.4,71.6
B.Com,Hons,1,9.19,44,7,1,4,5,92,65,2,5,4,8,48,43,55,90,47,51,84,0,52,61,Placement,Software Engineer,100.0,Excellent,59.8,56.8
Law,Criminal,1,8.3,94,4,1,5,3,54,96,3,5,5,7,70,76,93,76,45,54,94,2,57,56,Placement,Business Analyst,97.6,Excellent,81.8,77.7
B.Com,Hons,1,6.31,43,7,1,5,11,99,89,2,0,1,2,78,28,98,67,91,91,97,1,91,64,Higher Studies,ML Engineer,73.8,Good,71.0,67.4
B.Com,General,3,5.77,83,2,2,8,4,95,70,2,1,0,1,30,89,53,98,93,30,46,2,60,90,Government Exam,ML Engineer,67.1,Average,67.7,64.3
BCA,General,1,7.32,68,1,4,6,3,59,89,3,6,3,0,91,35,40,81,41,69,55,2,91,97,Higher Studies,Business Analyst,87.2,Excellent,84.4,80.2
B.Com,Hons,2,5.57,40,1,1,4,2,76,92,3,0,2,9,40,98,96,80,25,60,62,0,51,54,Placement,Software Engineer,53.8,Average,45.9,43.6
B.Com,Hons,3,6.87,69,8,1,8,7,73,66,2,7,4,8,71,47,82,86,55,34,93,2,83,59,Entrepreneurship,Data Analyst,99.8,Excellent,89.4,84.9
BBA,Finance,2,7.08,95,7,3,7,5,71,52,3,2,4,4,70,18,72,64,30,77,39,0,51,70,Placement,Software Engineer,88.3,Excellent,50.3,47.8
B.Tech,IT,4,7.12,84,8,5,6,8,74,56,0,7,0,7,35,62,56,80,53,80,75,2,65,89,Placement,Software Engineer,100.0,Excellent,86.8,82.5
BCA,General,3,9.71,40,3,1,6,8,52,61,0,5,4,3,73,1,30,90,22,58,80,1,81,44,Government Exam,Software Engineer,100.0,Excellent,64.3,61.1
BCA,General,2,6.81,42,6,3,8,11,65,50,0,3,3,1,38,13,78,21,69,80,63,1,79,69,Placement,Business Analyst,94.8,Excellent,64.6,61.4
BCA,General,2,6.64,61,5,0,5,2,79,92,0,6,3,4,93,79,77,93,55,84,43,2,67,93,Higher Studies,Data Analyst,100.0,Excellent,90.3,85.8
BBA,Finance,3,6.06,47,1,1,6,10,97,86,3,1,0,7,40,99,82,66,100,71,70,2,83,98,Placement,ML Engineer,47.3,At Risk,77.9,74.0
B.Com,General,4,7.7,95,7,5,5,9,92,55,1,6,1,5,40,94,40,86,74,49,67,0,64,93,Entrepreneurship,Data Analyst,100.0,Excellent,65.6,62.3
B.Tech,IT,3,6.16,57,5,3,6,11,53,95,1,1,1,7,4,34,38,48,49,89,77,1,60,66,Government Exam,Data Analyst,77.3,Good,50.9,48.4
Law,Criminal,1,8.15,64,3,5,6,2,92,98,2,4,4,2,84,85,90,82,81,68,72,0,87,85,Higher Studies,Software Engineer,100.0,Excellent,73.0,69.4
B.Com,Hons,1,6.17,87,4,1,6,9,89,72,1,7,4,4,5,20,51,44,72,90,57,0,89,53,Placement,Data Analyst,91.4,Excellent,65.3,62.0
BBA,Finance,4,7.98,91,6,0,7,6,65,74,0,7,0,1,61,91,100,23,69,93,70,0,88,85,Government Exam,Data Analyst,100.0,Excellent,77.2,73.3
B.Com,Hons,2,9.05,59,3,1,5,2,89,74,3,0,3,2,15,16,73,66,51,52,85,1,50,56,Government Exam,ML Engineer,89.3,Excellent,51.3,48.7
B.Com,General,2,5.68,70,2,3,7,5,90,52,0,4,0,6,79,81,59,88,28,38,94,2,48,69,Entrepreneurship,Data Analyst,85.7,Excellent,72.8,69.2
BBA,Marketing,2,7.3,69,4,0,5,8,95,53,0,7,1,0,87,31,89,82,35,82,89,1,92,85,Placement,Data Analyst,99.6,Excellent,88.0,83.6
BCA,General,3,7.48,55,4,0,7,6,57,79,3,4,3,7,18,22,84,25,57,80,42,0,74,43,Government Exam,Software Engineer,74.5,Good,54.3,51.6
BCA,General,3,8.9,41,4,0,7,4,73,82,0,1,4,4,82,5,68,37,38,61,98,0,75,81,Placement,Software Engineer,100.0,Excellent,51.2,48.6
B.Tech,IT,4,7.51,56,3,2,7,5,65,78,0,3,1,1,36,28,70,55,55,81,81,0,88,43,Higher Studies,Business Analyst,99.3,Excellent,56.7,53.9
B.Tech,AI&DS,1,7.94,49,2,3,8,3,76,53,3,2,2,2,63,62,38,95,30,41,72,0,68,42,Higher Studies,Business Analyst,78.8,Good,46.0,43.7
BCA,General,2,8.9,46,6,2,7,9,51,63,3,4,1,3,58,69,30,76,98,95,69,2,79,46,Government Exam,Business Analyst,86.6,Excellent,77.0,73.1
Law,Criminal,1,7.91,98,5,5,6,3,69,70,2,5,3,1,96,96,32,49,82,50,71,0,56,91,Higher Studies,Data Analyst,100.0,Excellent,60.7,57.7
B.Com,Hons,3,7.04,81,3,0,4,7,69,56,2,7,3,9,68,95,98,33,62,69,66,2,76,78,Entrepreneurship,Business Analyst,80.1,Good,89.5,85.0
Law,Criminal,3,5.87,90,1,2,7,8,69,70,0,3,0,4,72,80,40,58,93,40,52,2,87,74,Placement,ML Engineer,75.3,Good,72.1,68.5
B.Com,Hons,3,8.64,91,1,1,4,8,68,56,2,5,3,6,84,3,33,21,52,90,96,0,88,52,Higher Studies,Software Engineer,84.8,Good,58.4,55.5
BCA,General,1,9.25,98,3,2,4,2,67,50,1,4,2,8,6,57,62,53,68,57,98,0,47,75,Higher Studies,Software Engineer,100.0,Excellent,56.3,53.5
B.Tech,CSE,4,9.67,48,5,4,6,9,62,83,1,3,2,0,41,30,62,77,70,34,98,2,92,90,Placement,Business Analyst,100.0,Excellent,77.8,73.9
B.Tech,CSE,4,9.48,93,1,5,4,10,66,72,0,0,3,9,24,21,74,54,69,92,87,2,83,75,Entrepreneurship,Software Engineer,100.0,Excellent,69.0,65.6
Law,Corporate,3,8.93,56,5,0,4,8,82,52,2,5,4,5,55,26,49,53,43,44,75,0,86,86,Placement,Business Analyst,97.3,Excellent,59.9,56.9
B.Tech,CSE,2,8.27,48,4,0,4,9,77,67,0,2,3,5,46,84,66,27,40,61,76,1,44,67,Government Exam,Data Analyst,97.2,Excellent,53.4,50.7
BCA,General,1,8.86,48,3,5,5,5,54,92,2,1,4,0,84,83,50,62,45,70,46,0,62,97,Placement,Data Analyst,100.0,Excellent,49.7,47.2
Law,Corporate,3,7.36,76,4,5,7,9,77,61,3,0,3,1,76,97,87,82,100,65,38,1,93,91,Entrepreneurship,Software Engineer,77.4,Good,68.9,65.5
B.Com,General,1,8.06,63,1,3,7,4,74,63,3,7,1,7,49,86,80,81,38,38,97,2,49,71,Placement,ML Engineer,85.7,Excellent,84.2,80.0
B.Tech,ECE,1,7.0,78,5,1,4,2,69,90,3,4,3,5,84,15,100,39,86,73,59,1,86,83,Entrepreneurship,Software Engineer,87.2,Excellent,78.0,74.1
BBA,Finance,4,6.9,50,4,5,6,9,70,77,3,4,1,0,73,5,45,71,96,36,90,0,80,53,Entrepreneurship,Data Analyst,78.8,Good,60.7,57.7
B.Tech,IT,3,8.75,47,1,5,5,7,62,91,0,2,4,9,87,79,65,65,85,73,94,2,86,75,Higher Studies,ML Engineer,100.0,Excellent,78.7,74.8
B.Com,Hons,4,7.45,64,7,3,6,10,55,94,0,7,3,9,90,6,79,23,60,73,87,2,54,74,Placement,Software Engineer,100.0,Excellent,85.5,81.2
Law,Criminal,3,6.41,85,2,5,6,4,78,73,0,6,4,5,32,13,77,81,83,35,56,2,55,98,Entrepreneurship,Software Engineer,100.0,Excellent,85.0,80.8
B.Com,Hons,1,6.37,41,4,2,4,9,91,73,1,6,2,9,25,2,58,29,52,45,95,1,66,77,Placement,ML Engineer,89.1,Excellent,67.6,64.2
BBA,Finance,4,9.19,49,2,4,8,10,58,52,3,5,5,6,99,96,71,59,51,95,74,1,98,86,Higher Studies,Data Analyst,89.0,Excellent,80.0,76.0
BCA,General,1,8.41,92,2,4,4,10,78,58,3,5,0,1,16,48,88,24,44,33,69,2,71,99,Government Exam,Software Engineer,81.3,Good,75.6,71.8
B.Tech,CSE,3,7.85,63,6,4,8,8,87,73,3,7,4,3,20,35,84,37,79,93,90,1,95,44,Placement,Software Engineer,100.0,Excellent,80.9,76.9
Law,Criminal,2,7.22,87,8,5,5,11,50,51,2,2,1,6,1,28,96,80,22,34,70,0,79,45,Entrepreneurship,Business Analyst,89.3,Excellent,50.0,47.5
BCA,General,4,7.35,55,1,4,8,4,79,89,2,2,0,5,78,3,51,76,70,66,71,1,90,51,Entrepreneurship,Data Analyst,83.7,Good,63.8,60.6
B.Com,Hons,4,5.75,58,3,1,4,4,99,77,1,4,5,7,43,39,31,82,26,55,91,2,84,78,Higher Studies,ML Engineer,88.8,Excellent,71.7,68.1
Law,Criminal,1,7.46,98,5,2,4,3,81,56,1,4,3,5,65,40,37,100,80,59,67,0,85,91,Government Exam,ML Engineer,100.0,Excellent,65.1,61.8
BCA,General,1,8.92,70,7,4,6,2,72,58,2,1,1,1,70,21,70,24,44,31,89,2,74,82,Entrepreneurship,Business Analyst,100.0,Excellent,63.2,60.0
Law,Corporate,2,7.17,50,1,0,4,3,88,94,2,2,0,0,35,78,40,40,95,47,78,2,76,96,Government Exam,ML Engineer,73.7,Good,68.9,65.5
BBA,Marketing,4,7.15,45,6,5,4,6,59,88,0,3,0,4,45,3,53,38,27,36,47,0,63,88,Entrepreneurship,ML Engineer,100.0,Excellent,46.5,44.2
BBA,Finance,3,5.57,45,6,2,7,2,93,88,0,6,4,9,49,81,55,42,44,49,34,2,70,51,Entrepreneurship,Software Engineer,100.0,Excellent,71.4,67.8
B.Tech,CSE,3,7.47,71,7,1,7,11,70,82,2,1,3,9,95,22,64,88,82,44,40,0,90,47,Government Exam,ML Engineer,84.1,Good,54.0,51.3
B.Tech,IT,4,5.61,78,4,4,6,5,75,83,3,3,3,8,66,3,34,52,51,81,33,1,74,84,Entrepreneurship,Business Analyst,75.5,Good,60.0,57.0
BBA,HR,4,7.95,87,5,1,8,11,64,70,2,6,3,1,2,67,44,23,51,57,90,0,55,57,Government Exam,Data Analyst,90.0,Excellent,53.3,50.6
Law,Corporate,4,7.68,52,6,5,8,11,66,78,0,0,4,6,32,17,43,54,72,93,41,1,79,90,Higher Studies,Software Engineer,100.0,Excellent,55.4,52.6
BBA,Finance,2,9.11,98,3,4,7,2,84,76,1,2,4,8,44,0,66,78,44,96,78,0,75,57,Government Exam,ML Engineer,100.0,Excellent,55.9,53.1
B.Tech,ECE,3,8.0,42,1,0,5,11,74,66,2,1,3,3,24,31,47,61,45,32,57,0,51,49,Higher Studies,Business Analyst,64.1,Average,37.8,35.9
BBA,Marketing,3,6.89,95,3,2,7,9,64,91,2,5,0,3,36,20,96,94,27,86,63,2,99,45,Government Exam,Business Analyst,78.6,Good,84.4,80.2
BBA,Marketing,1,7.72,95,4,0,5,6,82,96,3,6,5,9,35,37,75,68,88,84,85,1,55,44,Higher Studies,ML Engineer,91.7,Excellent,76.3,72.5
Law,Corporate,1,8.51,80,8,4,8,11,60,97,1,1,3,4,34,25,97,60,21,41,94,0,88,84,Government Exam,ML Engineer,100.0,Excellent,53.5,50.8
BCA,General,4,5.9,95,1,3,7,5,73,72,3,0,4,5,18,40,86,96,38,93,35,0,44,62,Higher Studies,Data Analyst,60.2,Average,47.3,44.9
B.Tech,CSE,1,8.17,74,4,2,4,4,55,94,1,0,3,6,44,48,69,97,86,86,62,2,86,64,Placement,Business Analyst,99.9,Excellent,72.4,68.8
Law,Corporate,2,9.44,77,5,1,5,10,77,70,3,0,4,8,82,84,74,68,95,65,76,2,44,46,Entrepreneurship,Data Analyst,86.4,Excellent,66.3,63.0
BBA,Finance,3,6.79,96,5,4,5,7,78,57,1,6,3,5,96,92,45,90,89,37,53,1,59,82,Placement,ML Engineer,100.0,Excellent,75.7,71.9
BBA,Finance,3,8.19,56,8,0,5,2,97,58,2,1,5,2,17,40,91,99,27,38,63,2,87,96,Higher Studies,Data Analyst,100.0,Excellent,71.2,67.6
BCA,General,1,9.03,42,3,5,8,9,70,82,2,4,0,1,26,95,52,65,78,64,45,0,77,84,Government Exam,ML Engineer,99.6,Excellent,59.3,56.3
B.Tech,AI&DS,4,7.7,73,3,3,6,11,61,53,2,3,0,5,93,58,80,83,24,64,45,0,75,44,Placement,Data Analyst,73.9,Good,56.1,53.3
B.Tech,AI&DS,1,8.59,51,5,5,4,3,71,67,0,5,4,8,30,3,30,69,96,40,43,0,94,70,Placement,Software Engineer,100.0,Excellent,59.7,56.7
B.Com,General,4,6.84,63,2,4,7,10,76,81,1,5,4,2,38,12,74,62,50,35,88,2,71,58,Higher Studies,ML Engineer,92.4,Excellent,76.2,72.4
B.Tech,IT,2,6.82,45,5,1,5,8,70,79,1,3,1,3,66,60,33,46,32,54,91,1,79,90,Higher Studies,Business Analyst,84.7,Good,59.7,56.7
BCA,General,3,8.37,81,7,0,8,4,64,74,3,5,2,2,21,50,84,53,20,30,95,0,50,75,Higher Studies,Business Analyst,95.7,Excellent,56.6,53.8
B.Com,Hons,2,8.53,50,1,2,5,5,67,82,0,0,1,6,51,34,39,82,65,38,48,2,50,83,Higher Studies,Data Analyst,96.1,Excellent,58.3,55.4
B.Com,General,3,9.53,87,7,3,7,4,59,84,3,5,4,3,9,90,59,86,23,58,90,0,82,89,Higher Studies,ML Engineer,100.0,Excellent,62.3,59.2
BBA,Marketing,2,6.47,66,4,4,4,7,71,91,0,4,5,5,7,64,43,46,39,75,95,2,88,74,Placement,Software Engineer,100.0,Excellent,71.2,67.6
BBA,Finance,1,7.51,87,5,4,5,10,93,83,3,4,4,5,33,48,59,26,51,61,55,1,67,82,Higher Studies,Software Engineer,92.8,Excellent,61.3,58.2
